entry_point,device name,operations,
ipu_client_open,/dev/ipu,
ipu_client_release,/dev/ipu,
ipu_client_ioctl,/dev/ipu,
fb_ioctl,/dev/graphics/fb0,
fb_open,/dev/graphics/fb0,
fb_write,/dev/graphics/fb0,
fb_read,/dev/graphics/fb0,
module_dev_open,/dev/iaxxx-module-celldrv,
module_dev_ioctl,/dev/iaxxx-module-celldrv,
odsp_dev_open,/dev/iaxxx-odsp-celldrv,
odsp_dev_ioctl,/dev/iaxxx-odsp-celldrv,
tunnel_open,/dev/tunnel0,
tunnel_ioctl,/dev/tunnel0,
tunnel_read,/dev/tunnel0,
sensor_tunnel_ioctl,/dev/sensor_tunnel,
sensor_tunnel_open,/dev/sensor_tunnel,
sensor_tunnel_read,/dev/sensor_tunnel,
binder_ioctl,/dev/binder,
binder_open,/dev/binder,
i2cdev_ioctl,/dev/i2c-1,
i2cdev_open,/dev/i2c-1,
i2cdev_read,/dev/i2c-1,
i2cdev_write,/dev/i2c-1,
kgsl_ioctl,/dev/kgsl-3d0,
kgsl_open,/dev/kgsl-3d0,
kgsl_read,/dev/kgsl-3d0,
adreno_ioctl,/dev/kgsl-3d0,
gsi_ctrl_dev_ioctl,/dev/dpl_ctrl,
gsi_ctrl_dev_open,/dev/dpl_ctrl,
gsi_ctrl_dev_read,/dev/dpl_ctrl,
gsi_ctrl_dev_write,/dev/dpl_ctrl,
gpio_ioctl,/dev/gpiochip3,
gpio_open,/dev/gpiochip3,
random_ioctl,/dev/urandom,
random_read,/dev/urandom,
random_write,/dev/urandom,
gasket_open,/dev/abc-pcie-tpu_0,
gasket_ioctl,/dev/abc-pcie-tpu_0,
drm_read,/dev/dri/card0,
drm_open,/dev/dri/card0,
drm_ioctl,/dev/dri/card0,
drm_open,/dev/dri/renderD128,
drm_read,/dev/dri/renderD128,
drm_ioctl,/dev/dri/renderD128,
ab_sm_misc_ioctl,/dev/ab_sm,
ab_sm_misc_open,/dev/ab_sm,
ab_dram_open,/dev/ab-dram,
ab_dram_ioctl,/dev/ab-dram,
faceauth_dev_open,/dev/faceauth,
faceauth_dev_ioctl,/dev/faceauth,
abc_pcie_dma_open,/dev/abc-pcie-dma,
abc_pcie_dma_ioctl,/dev/abc-pcie-dma,
raw_open,/dev/debug0,
raw_read,/dev/debug0,
raw_write,/dev/debug0,
raw_ioctl,/dev/debug0,
qcedev_open,/dev/qce,
qcedev_ioctl,/dev/qce,
ppp_open,/dev/ppp,
ppp_read,/dev/ppp,
ppp_write,/dev/ppp,
ppp_ioctl,/dev/ppp,
ffs_ep0_open,/dev/usb-ffs/ptp/ep0,
ffs_ep0_read,/dev/usb-ffs/ptp/ep0,
ffs_ep0_write,/dev/usb-ffs/ptp/ep0,
ffs_ep0_ioctl,/dev/usb-ffs/ptp/ep0,
ffs_epfile_open,/dev/usb-ffs/ptp/ep3,
ffs_epfile_ioctl,/dev/usb-ffs/ptp/ep3,
evdev_read,/dev/input/event1,
evdev_write,/dev/input/event1,
evdev_open,/dev/input/event1,
evdev_ioctl,/dev/input/event1,
lm36011_open,/dev/lm36011_flood,
lm36011_ioctl,/dev/lm36011_flood,
vd6281_open,/dev/vd6281,
vd6281_ioctl,/dev/vd6281,
rtc_dev_open,/dev/rtc0,
rtc_dev_read,/dev/rtc0,
rtc_dev_ioctl,/dev/rtc0,
i2cdev_ioctl,/dev/i2c-1,
i2cdev_open,/dev/i2c-1,
i2cdev_read,/dev/i2c-1,
i2cdev_write,/dev/i2c-1,
i2cdev_ioctl,/dev/i2c-5,
i2cdev_open,/dev/i2c-5,
i2cdev_read,/dev/i2c-5,
i2cdev_write,/dev/i2c-5,
media_open,/dev/media1,
media_read,/dev/media1,
media_write,/dev/media1,
media_ioctl,/dev/media1,
media_ioctl,/dev/media3,
media_read,/dev/media3,
media_open,/dev/media3,
media_write,/dev/media3,
v4l2_ioctl,/dev/video1,
v4l2_open,/dev/video1,
v4l2_read,/dev/video1,
v4l2_write,/dev/video1,
v4l2_open,/dev/video33,
v4l2_read,/dev/video33,
v4l2_write,/dev/video33,
v4l2_ioctl,/dev/video33,
bt_ioctl,/dev/btpower,
ion_ioctl,/dev/ion,
ipa_adpl_open,/dev/ipa_adpl,
ipa_adpl_read,/dev/ipa_adpl,
ipa_adpl_ioctl,/dev/ipa_adpl,
ipa3_wan_ioctl_open,/dev/wwan_ioctl,
ipa3_wan_ioctl,/dev/wwan_ioctl,
rpmsg_ctrldev_open,/dev/rpmsg_ctrl2,
rpmsg_ctrldev_ioctl,/dev/rpmsg_ctrl2,
iio_chrdev_open,/dev/iio:device1,
iio_ioctl,/dev/iio:device1,
binder_open,/dev/hwbinder,
binder_ioctl,/dev/hwbinder,
binder_open,/dev/vndbinder,
binder_ioctl,/dev/vndbinder,
nonseekable_open,/dev/binderfs/binder-control,
binder_ctl_ioctl,/dev/binderfs/binder-control,
sensors_ssc_open,/dev/sensors,
sensors_ssc_ioctl,/dev/sensors,
snd_timer_user_open,/dev/snd/timer,
snd_timer_user_read,/dev/snd/timer,
snd_timer_user_ioctl,/dev/snd/timer,
f_cdev_ioctl,/dev/at_usb0,
f_cdev_open,/dev/at_usb0,
f_cdev_read,/dev/at_usb0,
f_cdev_write,/dev/at_usb0,
f_cdev_ioctl,/dev/at_usb1,
f_cdev_open,/dev/at_usb1,
f_cdev_read,/dev/at_usb1,
f_cdev_write,/dev/at_usb1,
glink_pkt_ioctl,/dev/smdcntl8,
glink_pkt_open,/dev/smdcntl8,
glink_pkt_read,/dev/smdcntl8,
glink_pkt_write,/dev/smdcntl8,
glink_pkt_ioctl,/dev/smd11,
glink_pkt_open,/dev/smd11,
glink_pkt_read,/dev/smd11,
glink_pkt_write,/dev/smd11,
snd_ctl_open,/dev/snd/controlC0,
snd_ctl_read,/dev/snd/controlC0,
snd_ctl_ioctl,/dev/snd/controlC0,
snd_hwdep_open,/dev/snd/hwC0D136,
snd_hwdep_read,/dev/snd/hwC0D136,
snd_hwdep_write,/dev/snd/hwC0D136,
snd_hwdep_ioctl,/dev/snd/hwC0D136,
snd_pcm_open,/dev/snd/pcmC0D58c,
snd_pcm_read,/dev/snd/pcmC0D58c,
snd_pcm_ioctl,/dev/snd/pcmC0D58c,
snd_compr_open,/dev/snd/comprC0D36,
snd_compr_read,/dev/snd/comprC0D36,
snd_compr_write,/dev/snd/comprC0D36,
snd_compr_ioctl,/dev/snd/comprC0D36,
usf_open,/dev/usf1,
usf_ioctl,/dev/usf1,
